account_id,archetype,is_fraud
FCC_017,NORMAL_MERCHANT,False
FCC_018,NORMAL_MERCHANT,False
FCC_019,NORMAL_MERCHANT,False
FCC_020,NORMAL_MERCHANT,False
FCC_021,NORMAL_MERCHANT,False
FCC_022,NORMAL_MERCHANT,False
FCC_023,NORMAL_MERCHANT,False
FCC_024,NORMAL_MERCHANT,False
FCC_025,NORMAL_MERCHANT,False
FCC_026,NORMAL_MERCHANT,False
FCC_027,NORMAL_MERCHANT,False
FCC_028,NORMAL_MERCHANT,False
FCC_029,NORMAL_MERCHANT,False
FCC_030,NORMAL_MERCHANT,False
FCC_031,NORMAL_MERCHANT,False
FCC_032,NORMAL_MERCHANT,False
FCC_033,NORMAL_MERCHANT,False
FCC_034,NORMAL_MERCHANT,False
FCC_035,NORMAL_MERCHANT,False
FCC_036,NORMAL_MERCHANT,False
FCC_037,NORMAL_MERCHANT,False
FCC_038,NORMAL_MERCHANT,False
FCC_039,NORMAL_MERCHANT,False
FCC_040,NORMAL_MERCHANT,False
FCC_041,NORMAL_MERCHANT,False
FCC_042,NORMAL_MERCHANT,False
FCC_043,NORMAL_MERCHANT,False
FCC_044,NORMAL_MERCHANT,False
FCC_045,NORMAL_MERCHANT,False
FCC_046,NORMAL_MERCHANT,False
FCC_047,NORMAL_MERCHANT,False
FCC_048,NORMAL_MERCHANT,False
FCC_049,NORMAL_MERCHANT,False
FCC_050,NORMAL_MERCHANT,False
FCC_051,NORMAL_MERCHANT,False
FCC_052,NORMAL_MERCHANT,False
FCC_053,NORMAL_MERCHANT,False
FCC_054,NORMAL_MERCHANT,False
FCC_055,NORMAL_MERCHANT,False
FCC_056,NORMAL_MERCHANT,False
FCC_057,NORMAL_MERCHANT,False
FCC_058,NORMAL_MERCHANT,False
FCC_059,NORMAL_MERCHANT,False
FCC_060,NORMAL_MERCHANT,False
FCC_061,NORMAL_MERCHANT,False
FCC_062,NORMAL_MERCHANT,False
FCC_063,NORMAL_MERCHANT,False
FCC_064,NORMAL_MERCHANT,False
FCC_065,NORMAL_MERCHANT,False
FCC_066,NORMAL_MERCHANT,False
FCC_067,NORMAL_MERCHANT,False
FCC_068,NORMAL_MERCHANT,False
FCC_069,NORMAL_MERCHANT,False
FCC_070,NORMAL_MERCHANT,False
FCC_071,NORMAL_MERCHANT,False
FCC_072,NORMAL_MERCHANT,False
FCC_073,NORMAL_MERCHANT,False
FCC_074,NORMAL_MERCHANT,False
FCC_075,NORMAL_MERCHANT,False
FCC_076,NORMAL_MERCHANT,False
FCC_077,NORMAL_MERCHANT,False
FCC_078,NORMAL_MERCHANT,False
FCC_079,NORMAL_MERCHANT,False
FCC_080,NORMAL_MERCHANT,False
FCC_081,NORMAL_MERCHANT,False
FCC_082,NORMAL_MERCHANT,False
FCC_083,NORMAL_MERCHANT,False
FCC_084,NORMAL_MERCHANT,False
FCC_085,NORMAL_MERCHANT,False
FCC_086,NORMAL_MERCHANT,False
FCC_087,NORMAL_MERCHANT,False
FCC_088,NORMAL_MERCHANT,False
FCC_089,NORMAL_MERCHANT,False
FCC_090,NORMAL_MERCHANT,False
FCC_091,NORMAL_MERCHANT,False
FCC_092,NORMAL_MERCHANT,False
FCC_093,NORMAL_MERCHANT,False
FCC_094,NORMAL_MERCHANT,False
ACC_002,NORMAL_MERCHANT,False
ACC_007,NORMAL_MERCHANT,False
ACC_018,NORMAL_MERCHANT,False
ACC_019,NORMAL_MERCHANT,False
ACC_023,NORMAL_MERCHANT,False
ACC_031,NORMAL_MERCHANT,False
ACC_033,NORMAL_MERCHANT,False
ACC_039,NORMAL_MERCHANT,False
ACC_046,NORMAL_MERCHANT,False
ACC_047,NORMAL_MERCHANT,False
ACC_049,NORMAL_MERCHANT,False
ACC_053,NORMAL_MERCHANT,False
ACC_054,NORMAL_MERCHANT,False
ACC_056,NORMAL_MERCHANT,False
ACC_059,NORMAL_MERCHANT,False
ACC_062,NORMAL_MERCHANT,False
ACC_063,NORMAL_MERCHANT,False
ACC_067,NORMAL_MERCHANT,False
ACC_072,NORMAL_MERCHANT,False
ACC_074,NORMAL_MERCHANT,False
ACC_081,NORMAL_MERCHANT,False
ACC_083,NORMAL_MERCHANT,False
ACC_087,NORMAL_MERCHANT,False
ACC-10010,NORMAL_MERCHANT,False
ACC-10020,NORMAL_MERCHANT,False
ACC-10030,NORMAL_MERCHANT,False
FCC_095,NORMAL_STUDENT,False
ACC_003,NORMAL_STUDENT,False
ACC_004,NORMAL_SALARIED,False
ACC_005,NORMAL_SALARIED,False
ACC_006,NORMAL_STUDENT,False
ACC_008,NORMAL_SALARIED,False
ACC_009,NORMAL_STUDENT,False
ACC_010,NORMAL_SALARIED,False
ACC_011,NORMAL_STUDENT,False
ACC_013,NORMAL_STUDENT,False
ACC_014,NORMAL_SALARIED,False
ACC_015,NORMAL_STUDENT,False
ACC_016,NORMAL_SALARIED,False
ACC_017,NORMAL_SALARIED,False
ACC_021,NORMAL_SALARIED,False
ACC_022,NORMAL_SALARIED,False
ACC_025,NORMAL_STUDENT,False
ACC_026,NORMAL_STUDENT,False
ACC_027,NORMAL_STUDENT,False
ACC_028,NORMAL_SALARIED,False
ACC_029,NORMAL_STUDENT,False
ACC_030,NORMAL_SALARIED,False
ACC_032,NORMAL_STUDENT,False
ACC_034,NORMAL_SALARIED,False
ACC_035,NORMAL_SALARIED,False
ACC_036,NORMAL_STUDENT,False
ACC_037,NORMAL_STUDENT,False
ACC_038,NORMAL_STUDENT,False
ACC_040,NORMAL_SALARIED,False
ACC_041,NORMAL_SALARIED,False
ACC_042,NORMAL_SALARIED,False
ACC_043,NORMAL_STUDENT,False
ACC_044,NORMAL_SALARIED,False
ACC_048,NORMAL_STUDENT,False
ACC_050,NORMAL_STUDENT,False
ACC_051,NORMAL_SALARIED,False
ACC_052,NORMAL_SALARIED,False
ACC_055,NORMAL_SALARIED,False
ACC_058,NORMAL_STUDENT,False
ACC_060,NORMAL_SALARIED,False
ACC_061,NORMAL_SALARIED,False
ACC_064,NORMAL_SALARIED,False
ACC_065,NORMAL_STUDENT,False
ACC_066,NORMAL_SALARIED,False
ACC_068,NORMAL_STUDENT,False
ACC_069,NORMAL_SALARIED,False
ACC_070,NORMAL_STUDENT,False
ACC_073,NORMAL_SALARIED,False
ACC_075,NORMAL_STUDENT,False
ACC_076,NORMAL_STUDENT,False
ACC_077,NORMAL_SALARIED,False
ACC_078,NORMAL_STUDENT,False
ACC_079,NORMAL_SALARIED,False
ACC_080,NORMAL_STUDENT,False
ACC_082,NORMAL_SALARIED,False
ACC_084,NORMAL_SALARIED,False
ACC_085,NORMAL_STUDENT,False
ACC_086,NORMAL_STUDENT,False
ACC_088,NORMAL_STUDENT,False
ACC_089,NORMAL_SALARIED,False
ACC_093,NORMAL_SALARIED,False
ACC_094,NORMAL_SALARIED,False
ACC_095,NORMAL_SALARIED,False
ACC-10001,NORMAL_SALARIED,False
ACC-10002,NORMAL_STUDENT,False
ACC-10003,NORMAL_SALARIED,False
ACC-10004,NORMAL_STUDENT,False
ACC-10005,NORMAL_SALARIED,False
ACC-10006,NORMAL_STUDENT,False
ACC-10007,NORMAL_SALARIED,False
ACC-10008,NORMAL_STUDENT,False
ACC-10009,NORMAL_SALARIED,False
ACC-10011,NORMAL_SALARIED,False
ACC-10012,NORMAL_STUDENT,False
ACC-10013,NORMAL_SALARIED,False
ACC-10014,NORMAL_STUDENT,False
ACC-10016,NORMAL_STUDENT,False
ACC-10017,NORMAL_SALARIED,False
ACC-10019,NORMAL_SALARIED,False
ACC-10021,NORMAL_SALARIED,False
ACC-10023,NORMAL_SALARIED,False
ACC-10024,NORMAL_STUDENT,False
ACC-10026,NORMAL_STUDENT,False
ACC-10027,NORMAL_SALARIED,False
ACC-10029,NORMAL_SALARIED,False
ACC-10031,NORMAL_SALARIED,False
ACC-10032,NORMAL_STUDENT,False
ACC-10033,NORMAL_SALARIED,False
ACC-10034,NORMAL_STUDENT,False
ACC-10035,NORMAL_SALARIED,False
ACC-10036,NORMAL_STUDENT,False
ACC-10037,NORMAL_SALARIED,False
ACC-10038,NORMAL_STUDENT,False
ACC-10039,NORMAL_SALARIED,False
ACC-10040,NORMAL_SALARIED,False
ACC-10041,NORMAL_SALARIED,False
ACC-10042,NORMAL_STUDENT,False
ACC-10043,NORMAL_SALARIED,False
ACC-10044,NORMAL_STUDENT,False
ACC-10046,NORMAL_STUDENT,False
ACC-10047,NORMAL_SALARIED,False
ACC-10049,NORMAL_SALARIED,False
ACC-10050,NORMAL_SALARIED,False
ACC-10051,NORMAL_SALARIED,False
ACC-10053,NORMAL_SALARIED,False
ACC-10054,NORMAL_STUDENT,False
ACC-10056,NORMAL_STUDENT,False
ACC-10057,NORMAL_SALARIED,False
ACC-10059,NORMAL_SALARIED,False
ACC-10060,NORMAL_SALARIED,False
ACC-10061,NORMAL_SALARIED,False
ACC-10062,NORMAL_STUDENT,False
ACC-10063,NORMAL_SALARIED,False
ACC-10064,NORMAL_STUDENT,False
ACC-10065,NORMAL_SALARIED,False
ACC-10066,NORMAL_STUDENT,False
ACC-10067,NORMAL_SALARIED,False
ACC-10068,NORMAL_STUDENT,False
ACC-10069,NORMAL_SALARIED,False
ACC-10070,NORMAL_SALARIED,False
ACC-10071,NORMAL_SALARIED,False
ACC-10072,NORMAL_STUDENT,False
ACC-10073,NORMAL_SALARIED,False
ACC-10074,NORMAL_STUDENT,False
ACC-10076,NORMAL_STUDENT,False
ACC-10077,NORMAL_SALARIED,False
ACC-10079,NORMAL_SALARIED,False
ACC-10080,NORMAL_SALARIED,False
ACC-10081,NORMAL_SALARIED,False
ACC-10083,NORMAL_SALARIED,False
ACC-10084,NORMAL_STUDENT,False
ACC-10086,NORMAL_STUDENT,False
ACC-10087,NORMAL_SALARIED,False
ACC-10089,NORMAL_SALARIED,False
ACC-10090,NORMAL_SALARIED,False
ACC-10091,NORMAL_SALARIED,False
ACC-10092,NORMAL_STUDENT,False
ACC-10093,NORMAL_SALARIED,False
ACC-10094,NORMAL_STUDENT,False
ACC-10095,NORMAL_SALARIED,False
ACC-STUD-0059,NORMAL_STUDENT,False
ACC-STUD-0060,NORMAL_STUDENT,False
ACC-STUD-0061,NORMAL_STUDENT,False
ACC-STUD-0062,NORMAL_STUDENT,False
ACC-STUD-0063,NORMAL_STUDENT,False
ACC-STUD-0064,NORMAL_STUDENT,False
ACC-STUD-0065,NORMAL_STUDENT,False
ACC-STUD-0066,NORMAL_STUDENT,False
ACC-STUD-0067,NORMAL_STUDENT,False
ACC-STUD-0068,NORMAL_STUDENT,False
ACC-STUD-0069,NORMAL_STUDENT,False
ACC-STUD-0070,NORMAL_STUDENT,False
ACC-STUD-0071,NORMAL_STUDENT,False
ACC-STUD-0072,NORMAL_STUDENT,False
ACC-STUD-0073,NORMAL_STUDENT,False
ACC-STUD-0074,NORMAL_STUDENT,False
ACC-STUD-0075,NORMAL_STUDENT,False
ACC-STUD-0076,NORMAL_STUDENT,False
ACC-STUD-0077,NORMAL_STUDENT,False
ACC-STUD-0078,NORMAL_STUDENT,False
ACC-STUD-0079,NORMAL_STUDENT,False
ACC-STUD-0080,NORMAL_STUDENT,False
ACC-STUD-0081,NORMAL_STUDENT,False
ACC-STUD-0082,NORMAL_STUDENT,False
ACC-STUD-0083,NORMAL_STUDENT,False
ACC-STUD-0084,NORMAL_STUDENT,False
ACC-STUD-0085,NORMAL_STUDENT,False
ACC-STUD-0086,NORMAL_STUDENT,False
ACC-STUD-0087,NORMAL_STUDENT,False
ACC-STUD-0088,NORMAL_STUDENT,False
ACC-STUD-0089,NORMAL_STUDENT,False
ACC-STUD-0090,NORMAL_STUDENT,False
ACC-STUD-0091,NORMAL_STUDENT,False
ACC-STUD-0092,NORMAL_STUDENT,False
ACC-STUD-0093,NORMAL_STUDENT,False
ACC-STUD-0094,NORMAL_STUDENT,False
ACC-STUD-0095,NORMAL_STUDENT,False
ACC-STUD-0096,NORMAL_STUDENT,False
ACC-STUD-0097,NORMAL_STUDENT,False
ACC-STUD-0098,NORMAL_STUDENT,False
ACC-STUD-0099,NORMAL_STUDENT,False
ACC-STUD-0100,NORMAL_STUDENT,False
ACC-STUD-0101,NORMAL_STUDENT,False
ACC-STUD-0102,NORMAL_STUDENT,False
ACC-STUD-0103,NORMAL_STUDENT,False
ACC-STUD-0104,NORMAL_STUDENT,False
ACC-STUD-0105,NORMAL_STUDENT,False
ACC-STUD-0106,NORMAL_STUDENT,False
ACC-STUD-0107,NORMAL_STUDENT,False
ACC-STUD-0108,NORMAL_STUDENT,False
ACC-STUD-0109,NORMAL_STUDENT,False
ACC-STUD-0110,NORMAL_STUDENT,False
ACC-STUD-0111,NORMAL_STUDENT,False
ACC-STUD-0112,NORMAL_STUDENT,False
ACC-STUD-0113,NORMAL_STUDENT,False
ACC-STUD-0114,NORMAL_STUDENT,False
ACC-STUD-0115,NORMAL_STUDENT,False
ACC-STUD-0116,NORMAL_STUDENT,False
ACC-STUD-0117,NORMAL_STUDENT,False
ACC-STUD-0118,NORMAL_STUDENT,False
ACC-STUD-0119,NORMAL_STUDENT,False
ACC-STUD-0120,NORMAL_STUDENT,False
ACC-STUD-0121,NORMAL_STUDENT,False
ACC-STUD-0122,NORMAL_STUDENT,False
ACC-STUD-0123,NORMAL_STUDENT,False
ACC-STUD-0124,NORMAL_STUDENT,False
ACC-STUD-0125,NORMAL_STUDENT,False
ACC-STUD-0126,NORMAL_STUDENT,False
ACC-STUD-0127,NORMAL_STUDENT,False
ACC-STUD-0128,NORMAL_STUDENT,False
ACC-STUD-0129,NORMAL_STUDENT,False
ACC-STUD-0130,NORMAL_STUDENT,False
ACC-STUD-0131,NORMAL_STUDENT,False
ACC-STUD-0132,NORMAL_STUDENT,False
ACC-STUD-0133,NORMAL_STUDENT,False
ACC-STUD-0134,NORMAL_STUDENT,False
ACC-STUD-0135,NORMAL_STUDENT,False
ACC-STUD-0136,NORMAL_STUDENT,False
ACC-STUD-0137,NORMAL_STUDENT,False
ACC-STUD-0138,NORMAL_STUDENT,False
ACC-STUD-0139,NORMAL_STUDENT,False
ACC-STUD-0140,NORMAL_STUDENT,False
ACC-STUD-0141,NORMAL_STUDENT,False
ACC-STUD-0142,NORMAL_STUDENT,False
ACC-STUD-0143,NORMAL_STUDENT,False
ACC-STUD-0144,NORMAL_STUDENT,False
ACC-STUD-0145,NORMAL_STUDENT,False
ACC-STUD-0146,NORMAL_STUDENT,False
ACC-STUD-0147,NORMAL_STUDENT,False
ACC-STUD-0148,NORMAL_STUDENT,False
ACC-STUD-0149,NORMAL_STUDENT,False
ACC-STUD-0150,NORMAL_STUDENT,False
ACC-STUD-0151,NORMAL_STUDENT,False
ACC-STUD-0152,NORMAL_STUDENT,False
ACC-STUD-0153,NORMAL_STUDENT,False
ACC-STUD-0154,NORMAL_STUDENT,False
ACC-STUD-0155,NORMAL_STUDENT,False
ACC-STUD-0156,NORMAL_STUDENT,False
ACC-STUD-0157,NORMAL_STUDENT,False
ACC-STUD-0158,NORMAL_STUDENT,False
ACC-STUD-0159,NORMAL_STUDENT,False
ACC-STUD-0160,NORMAL_STUDENT,False
ACC-STUD-0161,NORMAL_STUDENT,False
ACC-STUD-0162,NORMAL_STUDENT,False
ACC-STUD-0163,NORMAL_STUDENT,False
ACC-STUD-0164,NORMAL_STUDENT,False
ACC-STUD-0165,NORMAL_STUDENT,False
ACC-STUD-0166,NORMAL_STUDENT,False
ACC-STUD-0167,NORMAL_STUDENT,False
ACC-STUD-0168,NORMAL_STUDENT,False
ACC-STUD-0169,NORMAL_STUDENT,False
ACC-STUD-0170,NORMAL_STUDENT,False
ACC-STUD-0171,NORMAL_STUDENT,False
ACC-STUD-0172,NORMAL_STUDENT,False
ACC-STUD-0173,NORMAL_STUDENT,False
ACC-STUD-0174,NORMAL_STUDENT,False
ACC-STUD-0175,NORMAL_STUDENT,False
ACC-STUD-0176,NORMAL_STUDENT,False
ACC-STUD-0177,NORMAL_STUDENT,False
ACC-STUD-0178,NORMAL_STUDENT,False
ACC-STUD-0179,NORMAL_STUDENT,False
ACC-STUD-0180,NORMAL_STUDENT,False
ACC-STUD-0181,NORMAL_STUDENT,False
ACC-STUD-0182,NORMAL_STUDENT,False
ACC-STUD-0183,NORMAL_STUDENT,False
ACC-STUD-0184,NORMAL_STUDENT,False
ACC-STUD-0185,NORMAL_STUDENT,False
ACC-STUD-0186,NORMAL_STUDENT,False
ACC-STUD-0187,NORMAL_STUDENT,False
ACC-STUD-0188,NORMAL_STUDENT,False
ACC-STUD-0189,NORMAL_STUDENT,False
ACC-STUD-0190,NORMAL_STUDENT,False
ACC-STUD-0191,NORMAL_STUDENT,False
ACC-STUD-0192,NORMAL_STUDENT,False
ACC-STUD-0193,NORMAL_STUDENT,False
ACC-STUD-0194,NORMAL_STUDENT,False
ACC-STUD-0195,NORMAL_STUDENT,False
ACC-STUD-0196,NORMAL_STUDENT,False
ACC-STUD-0197,NORMAL_STUDENT,False
ACC-STUD-0198,NORMAL_STUDENT,False
ACC-STUD-0199,NORMAL_STUDENT,False
ACC-STUD-0200,NORMAL_STUDENT,False
ACC-STUD-0201,NORMAL_STUDENT,False
ACC-STUD-0202,NORMAL_STUDENT,False
ACC-STUD-0203,NORMAL_STUDENT,False
ACC-STUD-0204,NORMAL_STUDENT,False
ACC-STUD-0205,NORMAL_STUDENT,False
ACC-STUD-0206,NORMAL_STUDENT,False
ACC-STUD-0207,NORMAL_STUDENT,False
ACC-STUD-0208,NORMAL_STUDENT,False
ACC-STUD-0209,NORMAL_STUDENT,False
ACC-STUD-0210,NORMAL_STUDENT,False
ACC-STUD-0211,NORMAL_STUDENT,False
ACC-STUD-0212,NORMAL_STUDENT,False
ACC-STUD-0213,NORMAL_STUDENT,False
ACC-STUD-0214,NORMAL_STUDENT,False
ACC-STUD-0215,NORMAL_STUDENT,False
ACC-STUD-0216,NORMAL_STUDENT,False
ACC-STUD-0217,NORMAL_STUDENT,False
ACC-STUD-0218,NORMAL_STUDENT,False
ACC-STUD-0219,NORMAL_STUDENT,False
ACC-STUD-0220,NORMAL_STUDENT,False
ACC-STUD-0221,NORMAL_STUDENT,False
ACC-STUD-0222,NORMAL_STUDENT,False
ACC-STUD-0223,NORMAL_STUDENT,False
ACC-STUD-0224,NORMAL_STUDENT,False
ACC-STUD-0225,NORMAL_STUDENT,False
ACC-STUD-0226,NORMAL_STUDENT,False
ACC-STUD-0227,NORMAL_STUDENT,False
ACC-STUD-0228,NORMAL_STUDENT,False
ACC-STUD-0229,NORMAL_STUDENT,False
ACC-STUD-0230,NORMAL_STUDENT,False
ACC-STUD-0231,NORMAL_STUDENT,False
ACC-STUD-0232,NORMAL_STUDENT,False
ACC-STUD-0233,NORMAL_STUDENT,False
ACC-STUD-0234,NORMAL_STUDENT,False
ACC-STUD-0235,NORMAL_STUDENT,False
ACC-STUD-0236,NORMAL_STUDENT,False
ACC-STUD-0237,NORMAL_STUDENT,False
ACC-STUD-0238,NORMAL_STUDENT,False
ACC-STUD-0239,NORMAL_STUDENT,False
ACC-STUD-0240,NORMAL_STUDENT,False
ACC-STUD-0241,NORMAL_STUDENT,False
ACC-STUD-0242,NORMAL_STUDENT,False
ACC-STUD-0243,NORMAL_STUDENT,False
ACC-STUD-0244,NORMAL_STUDENT,False
ACC-STUD-0245,NORMAL_STUDENT,False
ACC-STUD-0246,NORMAL_STUDENT,False
ACC-STUD-0247,NORMAL_STUDENT,False
ACC-STUD-0248,NORMAL_STUDENT,False
ACC-STUD-0249,NORMAL_STUDENT,False
ACC-STUD-0250,NORMAL_STUDENT,False
ACC-STUD-0251,NORMAL_STUDENT,False
ACC-STUD-0252,NORMAL_STUDENT,False
ACC-STUD-0253,NORMAL_STUDENT,False
ACC-STUD-0254,NORMAL_STUDENT,False
ACC-STUD-0255,NORMAL_STUDENT,False
ACC-STUD-0256,NORMAL_STUDENT,False
ACC-STUD-0257,NORMAL_STUDENT,False
ACC-STUD-0258,NORMAL_STUDENT,False
ACC-STUD-0259,NORMAL_STUDENT,False
ACC-STUD-0260,NORMAL_STUDENT,False
ACC-STUD-0261,NORMAL_STUDENT,False
ACC-STUD-0262,NORMAL_STUDENT,False
ACC-STUD-0263,NORMAL_STUDENT,False
ACC-STUD-0264,NORMAL_STUDENT,False
ACC-STUD-0265,NORMAL_STUDENT,False
ACC-STUD-0266,NORMAL_STUDENT,False
ACC-STUD-0267,NORMAL_STUDENT,False
ACC-STUD-0268,NORMAL_STUDENT,False
ACC-STUD-0269,NORMAL_STUDENT,False
ACC-STUD-0270,NORMAL_STUDENT,False
ACC-STUD-0271,NORMAL_STUDENT,False
ACC-STUD-0272,NORMAL_STUDENT,False
ACC-STUD-0273,NORMAL_STUDENT,False
ACC-STUD-0274,NORMAL_STUDENT,False
ACC-STUD-0275,NORMAL_STUDENT,False
ACC-STUD-0276,NORMAL_STUDENT,False
ACC-STUD-0277,NORMAL_STUDENT,False
ACC-STUD-0278,NORMAL_STUDENT,False
ACC-STUD-0279,NORMAL_STUDENT,False
ACC-STUD-0280,NORMAL_STUDENT,False
ACC-STUD-0281,NORMAL_STUDENT,False
ACC-STUD-0282,NORMAL_STUDENT,False
ACC-STUD-0283,NORMAL_STUDENT,False
ACC-STUD-0284,NORMAL_STUDENT,False
ACC-STUD-0285,NORMAL_STUDENT,False
ACC-STUD-0286,NORMAL_STUDENT,False
ACC-STUD-0287,NORMAL_STUDENT,False
ACC-STUD-0288,NORMAL_STUDENT,False
ACC-STUD-0289,NORMAL_STUDENT,False
ACC-STUD-0290,NORMAL_STUDENT,False
ACC-STUD-0291,NORMAL_STUDENT,False
ACC-STUD-0292,NORMAL_STUDENT,False
ACC-STUD-0293,NORMAL_STUDENT,False
ACC-STUD-0294,NORMAL_STUDENT,False
ACC-STUD-0295,NORMAL_STUDENT,False
ACC-STUD-0296,NORMAL_STUDENT,False
ACC-STUD-0297,NORMAL_STUDENT,False
ACC-STUD-0298,NORMAL_STUDENT,False
ACC-STUD-0299,NORMAL_STUDENT,False
ACC-STUD-0300,NORMAL_STUDENT,False
ACC-STUD-0301,NORMAL_STUDENT,False
ACC-STUD-0302,NORMAL_STUDENT,False
ACC-STUD-0303,NORMAL_STUDENT,False
ACC-STUD-0304,NORMAL_STUDENT,False
ACC-STUD-0305,NORMAL_STUDENT,False
ACC-STUD-0306,NORMAL_STUDENT,False
ACC-STUD-0307,NORMAL_STUDENT,False
ACC-STUD-0308,NORMAL_STUDENT,False
ACC-STUD-0309,NORMAL_STUDENT,False
ACC-STUD-0310,NORMAL_STUDENT,False
ACC-STUD-0311,NORMAL_STUDENT,False
ACC-STUD-0312,NORMAL_STUDENT,False
ACC-STUD-0313,NORMAL_STUDENT,False
ACC-STUD-0314,NORMAL_STUDENT,False
ACC-STUD-0315,NORMAL_STUDENT,False
ACC-STUD-0316,NORMAL_STUDENT,False
ACC-STUD-0317,NORMAL_STUDENT,False
ACC-STUD-0318,NORMAL_STUDENT,False
ACC-STUD-0319,NORMAL_STUDENT,False
ACC-STUD-0320,NORMAL_STUDENT,False
ACC-STUD-0321,NORMAL_STUDENT,False
ACC-STUD-0322,NORMAL_STUDENT,False
ACC-STUD-0323,NORMAL_STUDENT,False
ACC-STUD-0324,NORMAL_STUDENT,False
ACC-STUD-0325,NORMAL_STUDENT,False
ACC-STUD-0326,NORMAL_STUDENT,False
ACC-STUD-0327,NORMAL_STUDENT,False
ACC-STUD-0328,NORMAL_STUDENT,False
ACC-STUD-0329,NORMAL_STUDENT,False
ACC-STUD-0330,NORMAL_STUDENT,False
ACC-STUD-0331,NORMAL_STUDENT,False
ACC-STUD-0332,NORMAL_STUDENT,False
ACC-STUD-0333,NORMAL_STUDENT,False
ACC-STUD-0334,NORMAL_STUDENT,False
ACC-STUD-0335,NORMAL_STUDENT,False
ACC-STUD-0336,NORMAL_STUDENT,False
ACC-STUD-0337,NORMAL_STUDENT,False
ACC-STUD-0338,NORMAL_STUDENT,False
ACC-STUD-0339,NORMAL_STUDENT,False
ACC-STUD-0340,NORMAL_STUDENT,False
ACC-STUD-0341,NORMAL_STUDENT,False
ACC-STUD-0342,NORMAL_STUDENT,False
ACC-STUD-0343,NORMAL_STUDENT,False
ACC-STUD-0344,NORMAL_STUDENT,False
ACC-STUD-0345,NORMAL_STUDENT,False
ACC-STUD-0346,NORMAL_STUDENT,False
ACC-STUD-0347,NORMAL_STUDENT,False
ACC-STUD-0348,NORMAL_STUDENT,False
ACC-STUD-0349,NORMAL_STUDENT,False
ACC-STUD-0350,NORMAL_STUDENT,False
ACC-SAL-0083,NORMAL_SALARIED,False
ACC-SAL-0084,NORMAL_SALARIED,False
ACC-SAL-0085,NORMAL_SALARIED,False
ACC-SAL-0086,NORMAL_SALARIED,False
ACC-SAL-0087,NORMAL_SALARIED,False
ACC-SAL-0088,NORMAL_SALARIED,False
ACC-SAL-0089,NORMAL_SALARIED,False
ACC-SAL-0090,NORMAL_SALARIED,False
ACC-SAL-0091,NORMAL_SALARIED,False
ACC-SAL-0092,NORMAL_SALARIED,False
ACC-SAL-0093,NORMAL_SALARIED,False
ACC-SAL-0094,NORMAL_SALARIED,False
ACC-SAL-0095,NORMAL_SALARIED,False
ACC-SAL-0096,NORMAL_SALARIED,False
ACC-SAL-0097,NORMAL_SALARIED,False
ACC-SAL-0098,NORMAL_SALARIED,False
ACC-SAL-0099,NORMAL_SALARIED,False
ACC-SAL-0100,NORMAL_SALARIED,False
ACC-SAL-0101,NORMAL_SALARIED,False
ACC-SAL-0102,NORMAL_SALARIED,False
ACC-SAL-0103,NORMAL_SALARIED,False
